year,state,county,county_code,state_code,units_of_measure,Air.Quality.Index,AQI,pollutant,arithmetic_mean
1997,Oregon,Umatilla,59,41,Micrograms/cubic meter (25 C),Moderate,51,PM10,15.440748900000001
1997,Oregon,Union,61,41,Micrograms/cubic meter (25 C),Moderate,51,PM10,11.1934425
1998,Oregon,Clackamas,5,41,Parts per million,Moderate,70,Ozone,0.042741
1998,Oregon,Clackamas,5,41,Micrograms/cubic meter (25 C),Moderate,70,PM10,7.621052399999999
1998,Oregon,Columbia,9,41,Parts per million,Moderate,67,Ozone,0.038748
1998,Oregon,Deschutes,17,41,Parts per million,Moderate,51,CO,1.52
1998,Oregon,Deschutes,17,41,Micrograms/cubic meter (25 C),Moderate,51,PM10,14.7745452
1998,Oregon,Jackson,29,41,Parts per million,Moderate,74,CO,1.7995855
1998,Oregon,Jackson,29,41,Parts per million,Moderate,74,Ozone,0.05625
1998,Oregon,Jackson,29,41,Micrograms/cubic meter (25 C),Moderate,74,PM10,12.09733215
1998,Oregon,Josephine,33,41,Parts per million,Moderate,51,CO,1.764824
1998,Oregon,Josephine,33,41,Micrograms/cubic meter (25 C),Moderate,51,PM10,11.194961
1998,Oregon,Klamath,35,41,Parts per million,Moderate,51,CO,1.101919
1998,Oregon,Klamath,35,41,Micrograms/cubic meter (25 C),Moderate,51,PM10,8.516325
1998,Oregon,Lake,37,41,Micrograms/cubic meter (25 C),Moderate,51,PM10,9.5322422
1998,Oregon,Lane,39,41,Parts per million,Moderate,70,CO,1.1928865
1998,Oregon,Lane,39,41,Parts per million,Moderate,70,Ozone,0.045934
1998,Oregon,Lane,39,41,Micrograms/cubic meter (25 C),Moderate,70,PM10,10.9338828
1998,Oregon,Marion,47,41,Parts per million,Moderate,70,CO,1.234767
1998,Oregon,Marion,47,41,Parts per million,Moderate,70,Ozone,0.047993
1998,Oregon,Multnomah,51,41,Parts per million,Moderate,51,CO,1.24643025
1998,Oregon,Multnomah,51,41,Parts per billion,Moderate,51,NO2,25.385621
1998,Oregon,Multnomah,51,41,Micrograms/cubic meter (25 C),Moderate,51,PM10,12.6340104
1998,Oregon,Umatilla,59,41,Micrograms/cubic meter (25 C),Moderate,51,PM10,14.526957
1998,Oregon,Union,61,41,Micrograms/cubic meter (25 C),Moderate,51,PM10,8.8767144
1999,Oregon,Benton,3,41,Micrograms/cubic meter (LC),Moderate,51,PM2.5,7.078378
1999,Oregon,Clackamas,5,41,Parts per million,Moderate,70,Ozone,0.040564
1999,Oregon,Clackamas,5,41,Micrograms/cubic meter (25 C),Moderate,70,PM10,8.532203399999998
1999,Oregon,Columbia,9,41,Parts per million,Moderate,66,Ozone,0.035616
1999,Oregon,Columbia,9,41,Micrograms/cubic meter (LC),Moderate,66,PM2.5,6.042081
1999,Oregon,Deschutes,17,41,Parts per million,Moderate,51,CO,1.3506
1999,Oregon,Deschutes,17,41,Micrograms/cubic meter (25 C),Moderate,51,PM10,17.1657534
1999,Oregon,Deschutes,17,41,Micrograms/cubic meter (LC),Moderate,51,PM2.5,9.567586
1999,Oregon,Jackson,29,41,Parts per million,Moderate,72,CO,1.702776
1999,Oregon,Jackson,29,41,Parts per million,Moderate,72,Ozone,0.05233
1999,Oregon,Jackson,29,41,Micrograms/cubic meter (25 C),Moderate,72,PM10,14.4641769
1999,Oregon,Jackson,29,41,Micrograms/cubic meter (LC),Moderate,72,PM2.5,11.907114666666669
1999,Oregon,Josephine,33,41,Parts per million,Moderate,52,CO,1.607183
1999,Oregon,Josephine,33,41,Micrograms/cubic meter (25 C),Moderate,52,PM10,11.2988316
1999,Oregon,Josephine,33,41,Micrograms/cubic meter (LC),Moderate,52,PM2.5,12.368421
1999,Oregon,Klamath,35,41,Parts per million,Moderate,53,CO,1.204319
1999,Oregon,Klamath,35,41,Micrograms/cubic meter (25 C),Moderate,53,PM10,10.757198
1999,Oregon,Klamath,35,41,Micrograms/cubic meter (LC),Moderate,53,PM2.5,12.589933
1999,Oregon,Lake,37,41,Micrograms/cubic meter (25 C),Moderate,51,PM10,12.962238799999998
1999,Oregon,Lake,37,41,Micrograms/cubic meter (LC),Moderate,51,PM2.5,6.291346
1999,Oregon,Lane,39,41,Parts per million,Moderate,70,CO,1.0505645
1999,Oregon,Lane,39,41,Parts per million,Moderate,70,Ozone,0.0431635
1999,Oregon,Lane,39,41,Micrograms/cubic meter (25 C),Moderate,70,PM10,11.097734
1999,Oregon,Lane,39,41,Micrograms/cubic meter (LC),Moderate,70,PM2.5,9.484143666666666
1999,Oregon,Linn,43,41,Micrograms/cubic meter (LC),Moderate,57,PM2.5,14.740909
1999,Oregon,Marion,47,41,Parts per million,Moderate,69,CO,1.29036
1999,Oregon,Marion,47,41,Parts per million,Moderate,69,Ozone,0.044569
1999,Oregon,Marion,47,41,Micrograms/cubic meter (LC),Moderate,69,PM2.5,7.1213413333333335
1999,Oregon,Multnomah,51,41,Parts per million,Moderate,51,CO,1.18027925
1999,Oregon,Multnomah,51,41,Parts per billion,Moderate,51,NO2,25.68
1999,Oregon,Multnomah,51,41,Micrograms/cubic meter (25 C),Moderate,51,PM10,12.4159932
1999,Oregon,Multnomah,51,41,Micrograms/cubic meter (LC),Moderate,51,PM2.5,9.157953333333332
1999,Oregon,Umatilla,59,41,Micrograms/cubic meter (25 C),Moderate,51,PM10,14.878327799999996
1999,Oregon,Umatilla,59,41,Micrograms/cubic meter (LC),Moderate,51,PM2.5,9.869231
1999,Oregon,Union,61,41,Micrograms/cubic meter (25 C),Moderate,51,PM10,10.1927418
1999,Oregon,Union,61,41,Micrograms/cubic meter (LC),Moderate,51,PM2.5,6.548655
1999,Oregon,Wasco,65,41,Micrograms/cubic meter (LC),Moderate,51,PM2.5,8.333333
1999,Oregon,Washington,67,41,Micrograms/cubic meter (LC),Moderate,53,PM2.5,9.684108
2000,Oregon,Benton,3,41,Micrograms/cubic meter (LC),Moderate,51,PM2.5,7.848333
2000,Oregon,Clackamas,5,41,Parts per million,Moderate,68,Ozone,0.03950199999999999
2000,Oregon,Clackamas,5,41,Micrograms/cubic meter (25 C),Moderate,68,PM10,3
2000,Oregon,Columbia,9,41,Parts per million,Moderate,66,Ozone,0.037104
2000,Oregon,Columbia,9,41,Micrograms/cubic meter (LC),Moderate,66,PM2.5,7.017647
2000,Oregon,Deschutes,17,41,Parts per million,Moderate,51,CO,1.449907
2000,Oregon,Deschutes,17,41,Micrograms/cubic meter (25 C),Moderate,51,PM10,19.4617452
2000,Oregon,Deschutes,17,41,Micrograms/cubic meter (LC),Moderate,51,PM2.5,7.402273
2000,Oregon,Harney,25,41,Micrograms/cubic meter (LC),Moderate,51,PM2.5,9.708696
2000,Oregon,Jackson,29,41,Parts per million,Moderate,72,CO,1.4838995
2000,Oregon,Jackson,29,41,Parts per million,Moderate,72,Ozone,0.051743
2000,Oregon,Jackson,29,41,Micrograms/cubic meter (25 C),Moderate,72,PM10,13.6039644
2000,Oregon,Jackson,29,41,Micrograms/cubic meter (LC),Moderate,72,PM2.5,9.452835666666669
2000,Oregon,Josephine,33,41,Parts per million,Moderate,51,CO,1.500047
2000,Oregon,Josephine,33,41,Micrograms/cubic meter (25 C),Moderate,51,PM10,10.7329653
2000,Oregon,Josephine,33,41,Micrograms/cubic meter (LC),Moderate,51,PM2.5,8.832773
2000,Oregon,Klamath,35,41,Parts per million,Moderate,51,CO,1.226793
2000,Oregon,Klamath,35,41,Micrograms/cubic meter (25 C),Moderate,51,PM10,14.4205482
2000,Oregon,Klamath,35,41,Micrograms/cubic meter (LC),Moderate,51,PM2.5,9.546821
2000,Oregon,Lake,37,41,Micrograms/cubic meter (25 C),Moderate,51,PM10,7.6686276
2000,Oregon,Lake,37,41,Micrograms/cubic meter (LC),Moderate,51,PM2.5,4.9540125
2000,Oregon,Lane,39,41,Parts per million,Moderate,70,CO,1.058249
2000,Oregon,Lane,39,41,Parts per million,Moderate,70,Ozone,0.039999
2000,Oregon,Lane,39,41,Micrograms/cubic meter (25 C),Moderate,70,PM10,11.4489167
2000,Oregon,Lane,39,41,Micrograms/cubic meter (LC),Moderate,70,PM2.5,9.49888425
2000,Oregon,Linn,43,41,Micrograms/cubic meter (LC),Moderate,51,PM2.5,8.71913
2000,Oregon,Marion,47,41,Parts per million,Moderate,67,CO,1.407374
2000,Oregon,Marion,47,41,Parts per million,Moderate,67,Ozone,0.039767
2000,Oregon,Marion,47,41,Micrograms/cubic meter (LC),Moderate,67,PM2.5,8.029377
2000,Oregon,Multnomah,51,41,Parts per million,Moderate,51,CO,1.1081192499999999
2000,Oregon,Multnomah,51,41,Parts per billion,Moderate,51,NO2,22.375887
2000,Oregon,Multnomah,51,41,Micrograms/cubic meter (25 C),Moderate,51,PM10,12.1273334
2000,Oregon,Multnomah,51,41,Micrograms/cubic meter (LC),Moderate,51,PM2.5,9.528356
2000,Oregon,Umatilla,59,41,Micrograms/cubic meter (25 C),Moderate,51,PM10,10.5705882
2000,Oregon,Umatilla,59,41,Micrograms/cubic meter (LC),Moderate,51,PM2.5,9.005488
2000,Oregon,Union,61,41,Micrograms/cubic meter (25 C),Moderate,51,PM10,13.9984962
2000,Oregon,Union,61,41,Micrograms/cubic meter (LC),Moderate,51,PM2.5,6.4077775
2000,Oregon,Wasco,65,41,Micrograms/cubic meter (LC),Moderate,51,PM2.5,9.761667
2000,Oregon,Washington,67,41,Micrograms/cubic meter (LC),Moderate,51,PM2.5,9.0891525
2001,Oregon,Benton,3,41,Micrograms/cubic meter (LC),Moderate,51,PM2.5,7.255172
2001,Oregon,Clackamas,5,41,Parts per million,Moderate,68,Ozone,0.0404285
2001,Oregon,Columbia,9,41,Parts per million,Moderate,67,Ozone,0.039727
2001,Oregon,Columbia,9,41,Micrograms/cubic meter (LC),Moderate,67,PM2.5,6.161538
2001,Oregon,Deschutes,17,41,Parts per million,Moderate,51,CO,1.079192
2001,Oregon,Deschutes,17,41,Micrograms/cubic meter (25 C),Moderate,51,PM10,11.666697
2001,Oregon,Deschutes,17,41,Micrograms/cubic meter (LC),Moderate,51,PM2.5,7.5175745
2001,Oregon,Harney,25,41,Micrograms/cubic meter (LC),Moderate,51,PM2.5,8.948333
2001,Oregon,Jackson,29,41,Parts per million,Moderate,72,CO,1.2988305
2001,Oregon,Jackson,29,41,Parts per million,Moderate,72,Ozone,0.051673
2001,Oregon,Jackson,29,41,Micrograms/cubic meter (25 C),Moderate,72,PM10,12.0170184
2001,Oregon,Jackson,29,41,Micrograms/cubic meter (LC),Moderate,72,PM2.5,8.583549
2001,Oregon,Josephine,33,41,Parts per million,Moderate,51,CO,1.529467
2001,Oregon,Josephine,33,41,Micrograms/cubic meter (25 C),Moderate,51,PM10,10.8333336
2001,Oregon,Josephine,33,41,Micrograms/cubic meter (LC),Moderate,51,PM2.5,10.728814
2001,Oregon,Klamath,35,41,Parts per million,Moderate,51,CO,0.923872
2001,Oregon,Klamath,35,41,Micrograms/cubic meter (25 C),Moderate,51,PM10,12.2589042
2001,Oregon,Klamath,35,41,Micrograms/cubic meter (LC),Moderate,51,PM2.5,8.790093
2001,Oregon,Lake,37,41,Micrograms/cubic meter (25 C),Moderate,51,PM10,14.8744188
2001,Oregon,Lake,37,41,Micrograms/cubic meter (LC),Moderate,51,PM2.5,5.041556
2001,Oregon,Lane,39,41,Parts per million,Moderate,70,CO,1.038686
2001,Oregon,Lane,39,41,Parts per million,Moderate,70,Ozone,0.0458725
2001,Oregon,Lane,39,41,Micrograms/cubic meter (25 C),Moderate,70,PM10,11.0106025
2001,Oregon,Lane,39,41,Micrograms/cubic meter (LC),Moderate,70,PM2.5,9.65345575
2001,Oregon,Linn,43,41,Micrograms/cubic meter (LC),Moderate,51,PM2.5,8.213333
2001,Oregon,Marion,47,41,Parts per million,Moderate,68,CO,1.19259
2001,Oregon,Marion,47,41,Parts per million,Moderate,68,Ozone,0.041411
2001,Oregon,Marion,47,41,Micrograms/cubic meter (LC),Moderate,68,PM2.5,7.384194
2001,Oregon,Multnomah,51,41,Parts per million,Moderate,51,CO,1.006239
2001,Oregon,Multnomah,51,41,Parts per billion,Moderate,51,NO2,21.707692
2001,Oregon,Multnomah,51,41,Micrograms/cubic meter (25 C),Moderate,51,PM10,10.2092625
2001,Oregon,Multnomah,51,41,Micrograms/cubic meter (LC),Moderate,51,PM2.5,8.598873333333334
2001,Oregon,Umatilla,59,41,Micrograms/cubic meter (25 C),Moderate,51,PM10,10.3375002
2001,Oregon,Umatilla,59,41,Micrograms/cubic meter (LC),Moderate,51,PM2.5,8.531126
2001,Oregon,Union,61,41,Micrograms/cubic meter (25 C),Moderate,51,PM10,13.3098594
2001,Oregon,Union,61,41,Micrograms/cubic meter (LC),Moderate,51,PM2.5,5.733081
2001,Oregon,Wasco,65,41,Micrograms/cubic meter (LC),Moderate,51,PM2.5,7.419672
2001,Oregon,Washington,67,41,Micrograms/cubic meter (LC),Moderate,51,PM2.5,8.2716745
2002,Oregon,Benton,3,41,Micrograms/cubic meter (LC),Moderate,51,PM2.5,7.597414
2002,Oregon,Clackamas,5,41,Parts per million,Moderate,69,Ozone,0.0427415
2002,Oregon,Columbia,9,41,Parts per million,Moderate,68,Ozone,0.04151
2002,Oregon,Columbia,9,41,Micrograms/cubic meter (LC),Moderate,68,PM2.5,6.327966
2002,Oregon,Deschutes,17,41,Parts per million,Moderate,51,CO,1.059991
2002,Oregon,Deschutes,17,41,Micrograms/cubic meter (25 C),Moderate,51,PM10,13.9157892
2002,Oregon,Deschutes,17,41,Micrograms/cubic meter (LC),Moderate,51,PM2.5,7.740867
2002,Oregon,Harney,25,41,Micrograms/cubic meter (25 C),Moderate,51,PM10,18.094737
2002,Oregon,Harney,25,41,Micrograms/cubic meter (LC),Moderate,51,PM2.5,9.631481
2002,Oregon,Jackson,29,41,Parts per million,Moderate,74,CO,1.3239155
2002,Oregon,Jackson,29,41,Parts per million,Moderate,74,Ozone,0.056215
2002,Oregon,Jackson,29,41,Micrograms/cubic meter (25 C),Moderate,74,PM10,12.894640533333332
2002,Oregon,Jackson,29,41,Micrograms/cubic meter (LC),Moderate,74,PM2.5,11.623894333333332
2002,Oregon,Josephine,33,41,Parts per million,Moderate,55,CO,1.449332
2002,Oregon,Josephine,33,41,Micrograms/cubic meter (25 C),Moderate,55,PM10,11.9557896
2002,Oregon,Josephine,33,41,Micrograms/cubic meter (LC),Moderate,55,PM2.5,12.6194355
2002,Oregon,Klamath,35,41,Parts per million,Moderate,62,CO,1.048992
2002,Oregon,Klamath,35,41,Micrograms/cubic meter (25 C),Moderate,62,PM10,17.8553526
2002,Oregon,Klamath,35,41,Micrograms/cubic meter (LC),Moderate,62,PM2.5,15.386775
2002,Oregon,Lake,37,41,Micrograms/cubic meter (25 C),Moderate,51,PM10,14.011847
2002,Oregon,Lake,37,41,Micrograms/cubic meter (LC),Moderate,51,PM2.5,6.774207
2002,Oregon,Lane,39,41,Parts per million,Moderate,69,CO,0.946937
2002,Oregon,Lane,39,41,Parts per million,Moderate,69,Ozone,0.0452155
2002,Oregon,Lane,39,41,Micrograms/cubic meter (25 C),Moderate,69,PM10,11.20282092
2002,Oregon,Lane,39,41,Micrograms/cubic meter (LC),Moderate,69,PM2.5,9.72331925
2002,Oregon,Linn,43,41,Parts per million,Moderate,70,Ozone,0.047607
2002,Oregon,Linn,43,41,Micrograms/cubic meter (LC),Moderate,70,PM2.5,8.236134
2002,Oregon,Marion,47,41,Parts per million,Moderate,69,CO,1.177827
2002,Oregon,Marion,47,41,Parts per million,Moderate,69,Ozone,0.043735
2002,Oregon,Marion,47,41,Micrograms/cubic meter (LC),Moderate,69,PM2.5,7.3930245
2002,Oregon,Multnomah,51,41,Parts per million,Moderate,51,CO,0.91958525
2002,Oregon,Multnomah,51,41,Parts per billion,Moderate,51,NO2,20.979866
2002,Oregon,Multnomah,51,41,Micrograms/cubic meter (25 C),Moderate,51,PM10,10.0415841
2002,Oregon,Multnomah,51,41,Micrograms/cubic meter (LC),Moderate,51,PM2.5,8.201239666666666
2002,Oregon,Umatilla,59,41,Micrograms/cubic meter (25 C),Moderate,51,PM10,11.5747572
2002,Oregon,Umatilla,59,41,Micrograms/cubic meter (LC),Moderate,51,PM2.5,9.274675
2002,Oregon,Union,61,41,Micrograms/cubic meter (25 C),Moderate,51,PM10,14.1218184
2002,Oregon,Union,61,41,Micrograms/cubic meter (LC),Moderate,51,PM2.5,6.1595379999999995
2002,Oregon,Wasco,65,41,Micrograms/cubic meter (LC),Moderate,51,PM2.5,7.655932
2002,Oregon,Washington,67,41,Micrograms/cubic meter (LC),Moderate,51,PM2.5,9.217517
2003,Oregon,Clackamas,5,41,Parts per million,Moderate,70,Ozone,0.0454055
2003,Oregon,Columbia,9,41,Parts per million,Moderate,68,Ozone,0.042687
2003,Oregon,Columbia,9,41,Micrograms/cubic meter (LC),Moderate,68,PM2.5,5.684211
2003,Oregon,Deschutes,17,41,Parts per million,Moderate,51,CO,0.803468
2003,Oregon,Deschutes,17,41,Micrograms/cubic meter (25 C),Moderate,51,PM10,11.5770492
2003,Oregon,Deschutes,17,41,Micrograms/cubic meter (LC),Moderate,51,PM2.5,7.168966
2003,Oregon,Harney,25,41,Micrograms/cubic meter (25 C),Moderate,51,PM10,10.1678574
2003,Oregon,Harney,25,41,Micrograms/cubic meter (LC),Moderate,51,PM2.5,7.504255
2003,Oregon,Jackson,29,41,Parts per million,Moderate,74,CO,1.2158285
2003,Oregon,Jackson,29,41,Parts per million,Moderate,74,Ozone,0.056895
2003,Oregon,Jackson,29,41,Micrograms/cubic meter (25 C),Moderate,74,PM10,12.005882
2003,Oregon,Jackson,29,41,Micrograms/cubic meter (LC),Moderate,74,PM2.5,9.206161333333334
2003,Oregon,Josephine,33,41,Parts per million,Moderate,51,CO,1.295961
2003,Oregon,Josephine,33,41,Micrograms/cubic meter (25 C),Moderate,51,PM10,9.9172416
2003,Oregon,Josephine,33,41,Micrograms/cubic meter (LC),Moderate,51,PM2.5,9.374118
2003,Oregon,Klamath,35,41,Parts per million,Moderate,51,CO,0.878015
2003,Oregon,Klamath,35,41,Micrograms/cubic meter (25 C),Moderate,51,PM10,13.0965516
2003,Oregon,Klamath,35,41,Micrograms/cubic meter (LC),Moderate,51,PM2.5,10.004348
2003,Oregon,Lake,37,41,Micrograms/cubic meter (25 C),Moderate,51,PM10,10.5517242
2003,Oregon,Lake,37,41,Micrograms/cubic meter (LC),Moderate,51,PM2.5,6.1
2003,Oregon,Lane,39,41,Parts per million,Moderate,72,CO,0.8198625
2003,Oregon,Lane,39,41,Parts per million,Moderate,72,Ozone,0.0481155
2003,Oregon,Lane,39,41,Micrograms/cubic meter (25 C),Moderate,72,PM10,9.74441028
2003,Oregon,Lane,39,41,Micrograms/cubic meter (LC),Moderate,72,PM2.5,8.808044
2003,Oregon,Lincoln,41,41,Parts per billion,Moderate,51,SO2,1.475
2003,Oregon,Linn,43,41,Micrograms/cubic meter (LC),Moderate,51,PM2.5,8.05045
2003,Oregon,Marion,47,41,Parts per million,Moderate,71,CO,0.941928
2003,Oregon,Marion,47,41,Parts per million,Moderate,71,Ozone,0.050027
2003,Oregon,Marion,47,41,Micrograms/cubic meter (LC),Moderate,71,PM2.5,6.1139295
2003,Oregon,Multnomah,51,41,Parts per million,Moderate,69,CO,0.9182646666666666
2003,Oregon,Multnomah,51,41,Parts per billion,Moderate,69,NO2,23.960784
2003,Oregon,Multnomah,51,41,Parts per million,Moderate,69,Ozone,0.043549
2003,Oregon,Multnomah,51,41,Micrograms/cubic meter (25 C),Moderate,69,PM10,8.3361404
2003,Oregon,Multnomah,51,41,Micrograms/cubic meter (LC),Moderate,69,PM2.5,7.935462666666667
2003,Oregon,Umatilla,59,41,Micrograms/cubic meter (25 C),Moderate,51,PM10,11.487272999999998
2003,Oregon,Umatilla,59,41,Micrograms/cubic meter (LC),Moderate,51,PM2.5,7.823636
2003,Oregon,Union,61,41,Micrograms/cubic meter (25 C),Moderate,51,PM10,13.1111112
2003,Oregon,Union,61,41,Micrograms/cubic meter (LC),Moderate,51,PM2.5,7.5811125
2003,Oregon,Wasco,65,41,Micrograms/cubic meter (LC),Moderate,51,PM2.5,6.265385
2003,Oregon,Washington,67,41,Micrograms/cubic meter (LC),Moderate,51,PM2.5,7.388197
2004,Oregon,Clackamas,5,41,Parts per million,Moderate,68,Ozone,0.03958549999999999
2004,Oregon,Columbia,9,41,Parts per million,Moderate,67,Ozone,0.037554
2004,Oregon,Columbia,9,41,Micrograms/cubic meter (LC),Moderate,67,PM2.5,6.816667
2004,Oregon,Deschutes,17,41,Parts per million,Moderate,51,CO,0.778647
2004,Oregon,Deschutes,17,41,Micrograms/cubic meter (25 C),Moderate,51,PM10,10.1444442
2004,Oregon,Deschutes,17,41,Micrograms/cubic meter (LC),Moderate,51,PM2.5,5.640625
2004,Oregon,Harney,25,41,Micrograms/cubic meter (25 C),Moderate,51,PM10,11.432727
2004,Oregon,Jackson,29,41,Parts per million,Moderate,72,CO,1.1466310000000002
2004,Oregon,Jackson,29,41,Parts per million,Moderate,72,Ozone,0.051276
2004,Oregon,Jackson,29,41,Micrograms/cubic meter (25 C),Moderate,72,PM10,12.4050618
2004,Oregon,Jackson,29,41,Micrograms/cubic meter (LC),Moderate,72,PM2.5,10.3958985
2004,Oregon,Josephine,33,41,Parts per million,Moderate,51,CO,1.170654
2004,Oregon,Josephine,33,41,Micrograms/cubic meter (25 C),Moderate,51,PM10,9.734210399999998
2004,Oregon,Josephine,33,41,Micrograms/cubic meter (LC),Moderate,51,PM2.5,11.671429
2004,Oregon,Klamath,35,41,Parts per million,Moderate,51,CO,0.790544
2004,Oregon,Klamath,35,41,Micrograms/cubic meter (25 C),Moderate,51,PM10,13.4962962
2004,Oregon,Klamath,35,41,Micrograms/cubic meter (LC),Moderate,51,PM2.5,10.455238
2004,Oregon,Lake,37,41,Micrograms/cubic meter (25 C),Moderate,51,PM10,12.1702704
2004,Oregon,Lane,39,41,Parts per million,Moderate,68,CO,0.759992
2004,Oregon,Lane,39,41,Parts per million,Moderate,68,Ozone,0.042033
2004,Oregon,Lane,39,41,Micrograms/cubic meter (25 C),Moderate,68,PM10,9.24258648
2004,Oregon,Lane,39,41,Micrograms/cubic meter (LC),Moderate,68,PM2.5,8.64456475
2004,Oregon,Lincoln,41,41,Parts per billion,Moderate,51,SO2,1.9
2004,Oregon,Linn,43,41,Micrograms/cubic meter (LC),Moderate,51,PM2.5,7.474737
2004,Oregon,Marion,47,41,Parts per million,Moderate,68,CO,1.004686
2004,Oregon,Marion,47,41,Parts per million,Moderate,68,Ozone,0.040757
2004,Oregon,Multnomah,51,41,Parts per million,Moderate,67,CO,0.8406956666666666
2004,Oregon,Multnomah,51,41,Parts per billion,Moderate,67,NO2,18.228346
2004,Oregon,Multnomah,51,41,Parts per million,Moderate,67,Ozone,0.038675
2004,Oregon,Multnomah,51,41,Micrograms/cubic meter (25 C),Moderate,67,PM10,11.27629212
2004,Oregon,Multnomah,51,41,Micrograms/cubic meter (LC),Moderate,67,PM2.5,9.1773915
2004,Oregon,Umatilla,59,41,Micrograms/cubic meter (25 C),Moderate,51,PM10,11.7666666
2004,Oregon,Union,61,41,Micrograms/cubic meter (25 C),Moderate,51,PM10,12.6624999
2004,Oregon,Union,61,41,Micrograms/cubic meter (LC),Moderate,51,PM2.5,7.423529
2004,Oregon,Wasco,65,41,Micrograms/cubic meter (LC),Moderate,51,PM2.5,7.92037
2004,Oregon,Washington,67,41,Micrograms/cubic meter (LC),Moderate,51,PM2.5,8.170437
2005,Oregon,Clackamas,5,41,Parts per million,Moderate,69,Ozone,0.03990366666666666
2005,Oregon,Columbia,9,41,Parts per million,Moderate,67,Ozone,0.03832
2005,Oregon,Columbia,9,41,Micrograms/cubic meter (LC),Moderate,67,PM2.5,6.271429
2005,Oregon,Deschutes,17,41,Parts per million,Moderate,51,CO,0.739345
2005,Oregon,Deschutes,17,41,Micrograms/cubic meter (25 C),Moderate,51,PM10,10.8203388
2005,Oregon,Douglas,19,41,Micrograms/cubic meter (LC),Moderate,51,PM2.5,9.911765
2005,Oregon,Harney,25,41,Micrograms/cubic meter (25 C),Moderate,51,PM10,6.8800002
2005,Oregon,Jackson,29,41,Parts per million,Moderate,72,CO,0.996669
2005,Oregon,Jackson,29,41,Parts per million,Moderate,72,Ozone,0.050967
2005,Oregon,Jackson,29,41,Micrograms/cubic meter (25 C),Moderate,72,PM10,10.8433334
2005,Oregon,Jackson,29,41,Micrograms/cubic meter (LC),Moderate,72,PM2.5,8.139869333333333
2005,Oregon,Josephine,33,41,Parts per million,Moderate,51,CO,1.108918
2005,Oregon,Josephine,33,41,Micrograms/cubic meter (25 C),Moderate,51,PM10,9.4315788
2005,Oregon,Josephine,33,41,Micrograms/cubic meter (LC),Moderate,51,PM2.5,3.264286
2005,Oregon,Klamath,35,41,Parts per million,Moderate,51,CO,0.819814
2005,Oregon,Klamath,35,41,Micrograms/cubic meter (25 C),Moderate,51,PM10,12.905085
2005,Oregon,Klamath,35,41,Micrograms/cubic meter (LC),Moderate,51,PM2.5,11.688991
2005,Oregon,Lake,37,41,Micrograms/cubic meter (25 C),Moderate,51,PM10,11.7966102
2005,Oregon,Lane,39,41,Parts per million,Moderate,69,CO,0.7352355
2005,Oregon,Lane,39,41,Parts per million,Moderate,69,Ozone,0.042768
2005,Oregon,Lane,39,41,Micrograms/cubic meter (25 C),Moderate,69,PM10,9.45058188
2005,Oregon,Lane,39,41,Micrograms/cubic meter (LC),Moderate,69,PM2.5,9.46242825
2005,Oregon,Linn,43,41,Micrograms/cubic meter (LC),Moderate,51,PM2.5,8.586275
2005,Oregon,Marion,47,41,Parts per million,Moderate,68,CO,0.965095
2005,Oregon,Marion,47,41,Parts per million,Moderate,68,Ozone,0.042573
2005,Oregon,Multnomah,51,41,Parts per million,Moderate,65,CO,0.7592916666666667
2005,Oregon,Multnomah,51,41,Parts per billion,Moderate,65,NO2,20.781457
2005,Oregon,Multnomah,51,41,Parts per million,Moderate,65,Ozone,0.034046
2005,Oregon,Multnomah,51,41,Micrograms/cubic meter (25 C),Moderate,65,PM10,11.03638812
2005,Oregon,Multnomah,51,41,Micrograms/cubic meter (LC),Moderate,65,PM2.5,9.079412
2005,Oregon,Multnomah,51,41,Parts per billion,Moderate,65,SO2,1.625949
2005,Oregon,Umatilla,59,41,Micrograms/cubic meter (25 C),Moderate,51,PM10,10.83
2005,Oregon,Union,61,41,Micrograms/cubic meter (25 C),Moderate,51,PM10,12.2459016
2005,Oregon,Union,61,41,Micrograms/cubic meter (LC),Moderate,51,PM2.5,8.857009
2005,Oregon,Wasco,65,41,Micrograms/cubic meter (LC),Moderate,51,PM2.5,9.041667
2005,Oregon,Washington,67,41,Micrograms/cubic meter (25 C),Moderate,54,PM10,7.7018184
2005,Oregon,Washington,67,41,Micrograms/cubic meter (LC),Moderate,54,PM2.5,11.4542275
2006,Oregon,Clackamas,5,41,Parts per million,Moderate,70,Ozone,0.04484
2006,Oregon,Columbia,9,41,Parts per million,Moderate,67,Ozone,0.040265
2006,Oregon,Deschutes,17,41,Parts per million,Moderate,51,CO,0.590583
2006,Oregon,Deschutes,17,41,Micrograms/cubic meter (25 C),Moderate,51,PM10,10.735183
2006,Oregon,Douglas,19,41,Micrograms/cubic meter (LC),Moderate,51,PM2.5,7.755882
2006,Oregon,Harney,25,41,Micrograms/cubic meter (25 C),Moderate,51,PM10,14.7425
2006,Oregon,Jackson,29,41,Parts per million,Moderate,73,CO,0.726334
2006,Oregon,Jackson,29,41,Parts per million,Moderate,73,Ozone,0.054288
2006,Oregon,Jackson,29,41,Micrograms/cubic meter (25 C),Moderate,73,PM10,12.252176533333332
2006,Oregon,Jackson,29,41,Micrograms/cubic meter (LC),Moderate,73,PM2.5,8.718287416666666
